N° du client,Statut du client,Âge du client,Genre du client,Nb de personnes à charge,Niveau de diplôme,Statut marital,Catégorie du revenu annuel,Type de carte,Durée d'engagement en mois,Nb de mois inactif,Nb d'interactions,Montant crédit renouvellé,Nb de transactions,Utilisation moyenne de la carte,risque_inactivite,risque_interactions,risque_credit,risque_transactions,risque_utilisation,score_risque,niveau_risque
815845758,Client actuel,56,F,4,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,51,2,3,0,24,0.0,0,0,1,1,1,3,Modéré
720639783,Client actuel,35,F,1,Sans diplôme,Célibataire,Non connu,Silver,27,3,2,0,62,0.0,0,0,1,0,1,2,Modéré
713331408,Client actuel,35,M,3,Sans diplôme,Marié(e),$40K - $60K,Blue,36,2,5,1647,36,0.19,0,1,0,1,0,2,Modéré
788610258,Client actuel,49,M,4,Niveau Bac+2,Non connu,Moins de $40K,Blue,43,2,4,2517,73,0.261,0,1,0,0,0,1,Faible
711173883,Client actuel,36,M,4,Licence,Divorcé(e),$120K +,Blue,29,2,2,770,54,0.466,0,0,0,0,0,0,Faible
717628608,Client actuel,37,M,3,Non connu,Marié(e),$60K - $80K,Blue,29,1,5,1640,34,0.637,0,1,0,1,0,2,Modéré
789261558,Client actuel,58,M,1,Lycée (équivalent baccalauréat),Marié(e),$60K - $80K,Blue,47,1,4,1392,34,0.629,0,1,0,1,0,2,Modéré
770647233,Client actuel,35,F,2,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,21,6,3,1188,59,0.551,1,0,0,0,0,1,Faible
712826208,Client actuel,39,F,2,Licence,Marié(e),$40K - $60K,Blue,26,1,2,1424,33,0.553,0,0,0,1,0,1,Faible
718181433,Client actuel,65,F,0,Sans diplôme,Célibataire,Moins de $40K,Blue,56,1,2,1453,88,0.167,0,0,0,0,0,0,Faible
714460683,Client actuel,65,M,0,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,56,3,5,1736,29,0.452,0,1,0,1,0,2,Modéré
716460933,Client actuel,51,M,2,Non connu,Marié(e),$120K +,Blue,42,1,4,1427,44,0.138,0,1,0,1,1,3,Modéré
710787708,Client actuel,56,F,1,Sans diplôme,Marié(e),$40K - $60K,Blue,40,2,5,1271,38,0.237,0,1,0,1,0,2,Modéré
713800158,Client actuel,58,M,0,Lycée (équivalent baccalauréat),Célibataire,$80K - $120K,Blue,36,3,2,2351,32,0.785,0,0,0,1,0,1,Faible
715379133,Client actuel,51,F,1,Niveau Bac+2,Célibataire,Moins de $40K,Blue,36,4,2,1145,42,0.659,1,0,0,1,0,2,Modéré
712091433,Client actuel,58,M,4,Sans diplôme,Célibataire,$40K - $60K,Silver,50,2,3,902,61,0.049,0,0,0,0,1,1,Faible
771756333,Client actuel,34,F,3,Licence,Marié(e),Moins de $40K,Blue,23,3,3,1794,37,0.793,0,0,0,1,0,1,Faible
779895108,Client actuel,39,M,3,Non connu,Célibataire,$80K - $120K,Blue,23,1,4,2156,36,0.793,0,1,0,1,0,2,Modéré
771976683,Client actuel,54,F,1,Niveau Bac+2,Marié(e),Non connu,Blue,43,3,2,2130,44,0.365,0,0,0,1,0,1,Faible
716800908,Client actuel,26,F,2,Lycée (équivalent baccalauréat),Célibataire,Non connu,Blue,13,0,3,0,49,0.0,0,0,1,0,1,2,Modéré
789413958,Client actuel,53,M,1,Licence,Célibataire,$80K - $120K,Blue,43,2,3,1018,53,0.085,0,0,0,0,1,1,Faible
711574008,Client actuel,32,M,3,Niveau Bac+2,Célibataire,$80K - $120K,Blue,21,3,5,0,59,0.0,0,1,1,0,1,3,Modéré
714138408,Client actuel,49,M,3,Lycée (équivalent baccalauréat),Marié(e),$60K - $80K,Blue,39,1,4,629,79,0.068,0,1,1,0,1,3,Modéré
709334658,Client actuel,39,F,2,Sans diplôme,Marié(e),Moins de $40K,Blue,26,2,5,2517,51,0.459,0,1,0,0,0,1,Faible
712933083,Client actuel,37,M,1,Sans diplôme,Célibataire,$80K - $120K,Blue,36,1,2,2378,49,0.76,0,0,0,0,0,0,Faible
710497608,Client actuel,38,M,2,Sans diplôme,Célibataire,$40K - $60K,Blue,36,1,2,1670,51,0.215,0,0,0,0,0,0,Faible
721443408,Client actuel,46,M,2,Sans diplôme,Célibataire,$120K +,Blue,33,2,3,676,58,0.02,0,0,1,0,1,2,Modéré
709149408,Client actuel,36,M,2,Sans diplôme,Marié(e),$60K - $80K,Blue,36,3,4,1322,41,0.236,0,1,0,1,0,2,Modéré
708446808,Client actuel,33,M,1,Master,Marié(e),$80K - $120K,Blue,36,3,2,1359,48,0.461,0,0,0,0,0,0,Faible
824192658,Client actuel,58,F,3,Master,Célibataire,Moins de $40K,Blue,54,2,3,0,79,0.0,0,0,1,0,1,2,Modéré
711625683,Client actuel,46,M,4,Doctorat,Marié(e),$120K +,Blue,36,2,5,862,74,0.278,0,1,0,0,0,1,Faible
717487983,Client actuel,39,M,5,Non connu,Marié(e),$80K - $120K,Blue,36,3,3,2120,55,0.109,0,0,0,0,1,1,Faible
717301908,Client actuel,54,F,2,Doctorat,Marié(e),Moins de $40K,Blue,46,3,3,1624,55,0.49,0,0,0,0,0,0,Faible
718435158,Client actuel,50,M,3,Lycée (équivalent baccalauréat),Marié(e),$120K +,Blue,40,1,4,0,36,0.0,0,1,1,1,1,4,Élevé
714797733,Client actuel,41,M,3,Niveau Bac+2,Célibataire,$60K - $80K,Blue,33,1,4,0,56,0.0,0,1,1,0,1,3,Modéré
719213133,Client actuel,53,M,1,Licence,Non connu,$60K - $80K,Blue,41,1,2,1554,60,0.639,0,0,0,0,0,0,Faible
798962058,Client actuel,36,F,5,Licence,Marié(e),Moins de $40K,Blue,30,3,3,2399,48,0.773,0,0,0,0,0,0,Faible
718970058,Client actuel,38,M,3,Non connu,Marié(e),$120K +,Blue,33,3,4,1168,43,0.038,0,1,0,1,1,3,Modéré
810856833,Client actuel,45,M,4,Niveau Bac+2,Non connu,$120K +,Blue,40,2,2,1025,52,0.086,0,0,0,0,1,1,Faible
787868958,Client actuel,36,M,2,Lycée (équivalent baccalauréat),Célibataire,$80K - $120K,Blue,27,3,3,979,68,0.067,0,0,0,0,1,1,Faible
708161133,Client actuel,45,M,1,Licence,Célibataire,$40K - $60K,Blue,32,1,2,1389,69,0.21,0,0,0,0,0,0,Faible
708174708,Client actuel,38,M,4,Licence,Marié(e),$40K - $60K,Blue,27,2,4,1276,38,0.231,0,1,0,1,0,2,Modéré
708735183,Client actuel,35,F,2,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,22,3,3,1848,49,0.726,0,0,0,0,0,0,Faible
708445608,Client actuel,48,M,3,Niveau Bac+2,Marié(e),Moins de $40K,Blue,37,3,3,2517,57,0.762,0,0,0,0,0,0,Faible
778943883,Client actuel,51,M,2,Sans diplôme,Célibataire,$120K +,Blue,36,2,4,888,42,0.026,0,1,0,1,1,3,Modéré
788810658,Client actuel,37,F,1,Niveau Bac+2,Célibataire,Non connu,Blue,20,2,5,0,70,0.0,0,1,1,0,1,3,Modéré
789050883,Client actuel,33,F,2,Doctorat,Célibataire,Non connu,Blue,21,3,4,0,62,0.0,0,1,1,0,1,3,Modéré
714531108,Client actuel,31,M,1,Niveau Bac+2,Célibataire,$80K - $120K,Blue,36,3,3,1775,52,0.417,0,0,0,0,0,0,Faible
711635358,Client actuel,40,F,4,Niveau Bac+2,Célibataire,Moins de $40K,Blue,26,1,2,2517,56,0.345,0,0,0,0,0,0,Faible
803648508,Client actuel,43,M,4,Lycée (équivalent baccalauréat),Non connu,$80K - $120K,Blue,37,2,3,758,42,0.055,0,0,0,1,1,2,Modéré
813200058,Client actuel,63,M,0,Licence,Marié(e),$40K - $60K,Blue,56,2,5,1786,27,0.275,0,1,0,1,0,2,Modéré
805261983,Client actuel,35,F,4,Non connu,Marié(e),Moins de $40K,Blue,30,3,4,979,61,0.602,0,1,0,0,0,1,Faible
715206408,Client actuel,31,F,1,Lycée (équivalent baccalauréat),Célibataire,Moins de $40K,Blue,22,1,5,0,83,0.0,0,1,1,0,1,3,Modéré
788684508,Client actuel,36,M,4,Sans diplôme,Marié(e),$80K - $120K,Blue,25,3,3,1732,41,0.296,0,0,0,1,0,1,Faible
737933883,Client actuel,34,M,1,Lycée (équivalent baccalauréat),Marié(e),$60K - $80K,Blue,27,1,2,2149,49,0.267,0,0,0,0,0,0,Faible
768655158,Client actuel,29,M,0,Non connu,Marié(e),$60K - $80K,Blue,23,3,2,1092,39,0.175,0,0,0,1,0,1,Faible
774437583,Client actuel,55,M,1,Doctorat,Marié(e),$60K - $80K,Blue,49,2,4,2442,38,0.531,0,1,0,1,0,2,Modéré
715462008,Client actuel,45,M,2,Niveau Bac+2,Marié(e),$60K - $80K,Blue,35,3,2,2096,49,0.117,0,0,0,0,1,1,Faible
712322058,Client actuel,40,F,3,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,32,1,3,1694,49,0.828,0,0,0,0,0,0,Faible
719737833,Client actuel,46,F,4,Sans diplôme,Marié(e),Moins de $40K,Blue,36,2,2,0,40,0.0,0,0,1,1,1,3,Modéré
789530208,Client actuel,54,F,2,Licence,Marié(e),Moins de $40K,Blue,46,2,2,2517,37,0.92,0,0,0,1,0,1,Faible
717885183,Client actuel,36,M,1,Licence,Célibataire,Moins de $40K,Blue,25,1,2,2489,79,0.949,0,0,0,0,0,0,Faible
711614658,Client actuel,37,F,2,Sans diplôme,Célibataire,Moins de $40K,Blue,30,3,3,1338,55,0.593,0,0,0,0,0,0,Faible
804598908,Client actuel,35,M,3,Licence,Célibataire,$80K - $120K,Blue,25,2,3,2055,49,0.316,0,0,0,0,0,0,Faible
719161683,Client actuel,64,F,0,Non connu,Marié(e),Non connu,Blue,55,1,4,1580,44,0.63,0,1,0,1,0,2,Modéré
719327808,Client actuel,52,F,2,Sans diplôme,Marié(e),Non connu,Blue,36,1,2,2517,34,0.628,0,0,0,1,0,1,Faible
714038433,Client actuel,37,F,5,Lycée (équivalent baccalauréat),Célibataire,$40K - $60K,Blue,19,1,2,1987,72,0.611,0,0,0,0,0,0,Faible
710129283,Client actuel,45,F,4,Sans diplôme,Marié(e),Non connu,Blue,26,3,1,0,71,0.0,0,0,1,0,1,2,Modéré
709367433,Client actuel,28,M,1,Non connu,Célibataire,$40K - $60K,Blue,15,3,1,1542,56,0.731,0,0,0,0,0,0,Faible
719729433,Client actuel,65,F,1,Licence,Marié(e),Moins de $40K,Blue,56,2,0,1726,51,0.246,0,0,0,0,0,0,Faible
717192933,Client actuel,55,M,0,Licence,Marié(e),$120K +,Blue,42,2,1,2517,34,0.303,0,0,0,1,0,1,Faible
711734508,Client actuel,55,M,2,Licence,Célibataire,$80K - $120K,Blue,47,3,3,1209,28,0.121,0,0,0,1,1,2,Modéré
715153158,Client actuel,41,M,4,Sans diplôme,Célibataire,$40K - $60K,Blue,36,3,4,1884,79,0.518,0,1,0,0,0,1,Faible
712149033,Client actuel,57,F,2,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,46,1,1,1856,55,0.358,0,0,0,0,0,0,Faible
713901108,Client actuel,37,M,2,Lycée (équivalent baccalauréat),Célibataire,$60K - $80K,Blue,29,1,4,0,80,0.0,0,1,1,0,1,3,Modéré
719415858,Client actuel,29,M,0,Niveau Bac+2,Divorcé(e),Non connu,Blue,15,3,2,1720,71,0.554,0,0,0,0,0,0,Faible
719385558,Client actuel,62,F,0,Niveau Bac+2,Marié(e),$40K - $60K,Blue,49,1,2,0,32,0.0,0,0,1,1,1,3,Modéré
779528658,Client actuel,42,M,4,Niveau Bac+2,Non connu,$60K - $80K,Blue,25,3,3,1115,41,0.361,0,0,0,1,0,1,Faible
721508283,Client actuel,47,F,1,Licence,Marié(e),Moins de $40K,Blue,36,2,1,0,62,0.0,0,0,1,0,1,2,Modéré
757753083,Client actuel,44,F,0,Licence,Marié(e),Moins de $40K,Silver,36,3,2,1229,74,0.122,0,0,0,0,1,1,Faible
797753283,Client actuel,34,F,1,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,28,3,4,2036,33,0.752,0,1,0,1,0,2,Modéré
807523008,Client actuel,37,M,1,Licence,Célibataire,Non connu,Blue,32,1,3,2007,47,0.456,0,0,0,0,0,0,Faible
711416958,Client actuel,33,F,2,Licence,Célibataire,Non connu,Blue,21,3,2,0,65,0.0,0,0,1,0,1,2,Modéré
780865308,Client actuel,40,M,4,Sans diplôme,Marié(e),$80K - $120K,Blue,23,3,2,1657,86,0.17,0,0,0,0,0,0,Faible
708423933,Client actuel,51,M,2,Doctorat,Célibataire,$40K - $60K,Blue,40,2,0,0,64,0.0,0,0,1,0,1,2,Modéré
714321408,Client actuel,65,M,1,Lycée (équivalent baccalauréat),Marié(e),$40K - $60K,Blue,56,2,2,1326,32,0.59,0,0,0,1,0,1,Faible
771852483,Client actuel,46,M,3,Licence,Célibataire,$80K - $120K,Blue,35,3,4,0,77,0.0,0,1,1,0,1,3,Modéré
708185208,Client actuel,27,M,0,Licence,Célibataire,$40K - $60K,Blue,16,1,2,1118,31,0.352,0,0,0,1,0,1,Faible
714920208,Client actuel,37,F,1,Lycée (équivalent baccalauréat),Non connu,Moins de $40K,Blue,30,5,0,1810,68,0.603,1,0,0,0,0,1,Faible
789952158,Client actuel,34,F,1,Doctorat,Marié(e),Non connu,Blue,25,3,3,2069,57,0.893,0,0,0,0,0,0,Faible
713237958,Client actuel,34,M,0,Licence,Marié(e),$40K - $60K,Blue,17,1,4,2092,43,0.793,0,1,0,1,0,2,Modéré
715956258,Client actuel,35,F,1,Sans diplôme,Marié(e),Moins de $40K,Blue,36,2,4,0,60,0.0,0,1,1,0,1,3,Modéré
769196433,Client actuel,55,F,2,Master,Marié(e),Moins de $40K,Blue,49,1,1,2276,62,0.943,0,0,0,0,0,0,Faible
778942233,Client actuel,60,F,0,Doctorat,Marié(e),Moins de $40K,Blue,45,2,4,648,27,0.451,0,1,1,1,0,3,Modéré
708651933,Client actuel,56,M,2,Licence,Marié(e),$60K - $80K,Blue,44,1,2,1928,57,0.944,0,0,0,0,0,0,Faible
720467583,Client actuel,52,M,2,Lycée (équivalent baccalauréat),Célibataire,$80K - $120K,Blue,46,3,2,2517,67,0.073,0,0,0,0,1,1,Faible
716549058,Client actuel,45,F,4,Sans diplôme,Marié(e),$40K - $60K,Blue,36,1,3,2290,41,0.736,0,0,0,1,0,1,Faible
713533983,Client actuel,56,M,1,Licence,Marié(e),$120K +,Blue,48,3,4,1207,33,0.467,0,1,0,1,0,2,Modéré
710256708,Client actuel,30,M,1,Non connu,Célibataire,Moins de $40K,Blue,19,2,0,1712,68,0.196,0,0,0,0,0,0,Faible
708980283,Client actuel,34,M,3,Lycée (équivalent baccalauréat),Marié(e),$80K - $120K,Blue,23,1,4,2517,55,0.601,0,1,0,0,0,1,Faible
719484408,Client actuel,39,M,3,Sans diplôme,Marié(e),$60K - $80K,Blue,36,2,4,1459,57,0.307,0,1,0,0,0,1,Faible
710023233,Client actuel,36,M,3,Licence,Célibataire,$120K +,Blue,36,2,4,1300,65,0.053,0,1,0,0,1,2,Modéré
789101883,Client actuel,32,M,3,Non connu,Célibataire,$120K +,Blue,20,2,2,1673,66,0.117,0,0,0,0,1,1,Faible
787492908,Client actuel,50,F,2,Sans diplôme,Marié(e),Non connu,Blue,34,3,2,905,73,0.039,0,0,0,0,1,1,Faible
709932558,Client actuel,39,F,2,Sans diplôme,Marié(e),Moins de $40K,Blue,26,3,2,2517,34,0.725,0,0,0,1,0,1,Faible
780219483,Client actuel,61,F,0,Licence,Marié(e),Moins de $40K,Blue,51,2,1,1041,28,0.463,0,0,0,1,0,1,Faible
708590658,Client actuel,65,F,1,Non connu,Marié(e),Non connu,Blue,53,3,2,2312,40,0.145,0,0,0,1,1,2,Modéré
715143333,Client actuel,45,F,1,Lycée (équivalent baccalauréat),Divorcé(e),Moins de $40K,Blue,36,2,2,1578,81,0.167,0,0,0,0,0,0,Faible
801048483,Client actuel,34,M,3,Sans diplôme,Divorcé(e),$120K +,Blue,28,3,3,1814,49,0.198,0,0,0,0,0,0,Faible
711913833,Client actuel,37,M,3,Licence,Marié(e),$40K - $60K,Blue,36,2,4,1437,31,0.163,0,1,0,1,0,2,Modéré
715413483,Client actuel,44,F,3,Licence,Célibataire,Moins de $40K,Blue,36,1,3,1028,77,0.253,0,0,0,0,0,0,Faible
715750758,Client actuel,56,M,1,Sans diplôme,Marié(e),$80K - $120K,Blue,36,1,1,1535,35,0.17,0,0,0,1,0,1,Faible
714062958,Client actuel,36,M,4,Non connu,Célibataire,$40K - $60K,Blue,36,1,2,994,64,0.101,0,0,0,0,1,1,Faible
710458758,Client actuel,65,F,0,Licence,Marié(e),Moins de $40K,Blue,53,3,5,2491,30,0.599,0,1,0,1,0,2,Modéré
719494983,Client actuel,26,M,0,Licence,Célibataire,Moins de $40K,Blue,15,3,3,2069,44,0.755,0,0,0,1,0,1,Faible
772637058,Client actuel,34,M,3,Sans diplôme,Marié(e),$60K - $80K,Blue,24,1,4,1740,51,0.213,0,1,0,0,0,1,Faible
718229133,Client actuel,51,M,2,Niveau Bac+2,Marié(e),$120K +,Blue,41,2,4,0,57,0.0,0,1,1,0,1,3,Modéré
718423533,Client actuel,57,M,3,Niveau Bac+2,Non connu,$60K - $80K,Blue,50,3,4,1181,74,0.07,0,1,0,0,1,2,Modéré
781089708,Client actuel,30,M,0,Licence,Divorcé(e),$80K - $120K,Blue,23,1,2,1285,46,0.048,0,0,0,0,1,1,Faible
773082033,Client actuel,35,M,1,Master,Célibataire,$80K - $120K,Blue,27,3,4,1363,38,0.053,0,1,0,1,1,3,Modéré
815288583,Client actuel,32,M,0,Licence,Marié(e),$40K - $60K,Blue,27,3,2,1591,36,0.33,0,0,0,1,0,1,Faible
720431433,Client actuel,62,M,1,Licence,Marié(e),Non connu,Blue,36,2,2,2308,35,0.722,0,0,0,1,0,1,Faible
710567508,Client actuel,53,M,3,Lycée (équivalent baccalauréat),Célibataire,$80K - $120K,Blue,44,2,3,2202,33,0.094,0,0,0,1,1,2,Modéré
719427333,Client actuel,55,M,3,Niveau Bac+2,Marié(e),$60K - $80K,Blue,36,4,4,1737,27,0.771,1,1,0,1,0,3,Modéré
714765408,Client actuel,26,F,1,Non connu,Célibataire,Moins de $40K,Blue,36,3,3,1990,57,0.778,0,0,0,0,0,0,Faible
809290308,Client actuel,31,F,0,Licence,Marié(e),Moins de $40K,Blue,26,1,1,1173,45,0.331,0,0,0,1,0,1,Faible
779598183,Client actuel,53,M,3,Non connu,Célibataire,$60K - $80K,Blue,42,1,2,1700,54,0.074,0,0,0,0,1,1,Faible
779783508,Client actuel,45,M,2,Licence,Marié(e),$40K - $60K,Blue,34,1,3,901,56,0.069,0,0,0,0,1,1,Faible
719568333,Client actuel,39,M,3,Non connu,Célibataire,$80K - $120K,Silver,36,3,2,1900,36,0.055,0,0,0,1,1,2,Modéré
719207733,Client actuel,61,F,0,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,53,2,0,802,36,0.236,0,0,0,1,0,1,Faible
715533108,Client actuel,31,F,0,Sans diplôme,Célibataire,Moins de $40K,Blue,20,3,4,955,62,0.203,0,1,0,0,0,1,Faible
714816258,Client actuel,37,M,2,Licence,Célibataire,$60K - $80K,Blue,36,2,2,947,58,0.124,0,0,0,0,1,1,Faible
787573683,Client actuel,41,M,3,Master,Marié(e),$60K - $80K,Blue,34,2,2,1319,74,0.503,0,0,0,0,0,0,Faible
804310758,Client actuel,58,M,3,Licence,Marié(e),$120K +,Blue,52,2,5,1578,48,0.088,0,1,0,0,1,2,Modéré
792912708,Client actuel,45,M,5,Licence,Marié(e),$40K - $60K,Silver,39,1,5,2098,64,0.138,0,1,0,0,1,2,Modéré
719078283,Client actuel,57,F,4,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,47,3,4,2517,35,0.789,0,1,0,1,0,2,Modéré
708620283,Client actuel,35,M,1,Non connu,Célibataire,$60K - $80K,Blue,25,3,2,2001,59,0.331,0,0,0,0,0,0,Faible
770985633,Client actuel,39,M,2,Non connu,Marié(e),$40K - $60K,Blue,26,1,2,2027,42,0.368,0,0,0,1,0,1,Faible
780094008,Client actuel,55,M,3,Doctorat,Marié(e),$120K +,Blue,40,3,1,1119,40,0.087,0,0,0,1,1,2,Modéré
716420358,Client actuel,41,F,2,Lycée (équivalent baccalauréat),Marié(e),$40K - $60K,Blue,36,2,4,1490,78,0.573,0,1,0,0,0,1,Faible
825756333,Client actuel,55,F,0,Sans diplôme,Marié(e),Moins de $40K,Blue,51,3,1,1885,48,0.924,0,0,0,0,0,0,Faible
755273658,Client actuel,52,F,2,Licence,Marié(e),Moins de $40K,Blue,45,3,3,1683,54,0.661,0,0,0,0,0,0,Faible
709096908,Client actuel,57,M,2,Licence,Marié(e),$120K +,Blue,49,3,1,984,35,0.209,0,0,0,1,0,1,Faible
714840858,Client actuel,40,F,3,Lycée (équivalent baccalauréat),Non connu,Moins de $40K,Blue,31,2,4,1551,65,0.698,0,1,0,0,0,1,Faible
721205508,Client actuel,47,M,4,Lycée (équivalent baccalauréat),Marié(e),$80K - $120K,Blue,36,3,4,0,56,0.0,0,1,1,0,1,3,Modéré
786493908,Client actuel,42,F,4,Sans diplôme,Célibataire,Moins de $40K,Silver,36,3,3,0,64,0.0,0,0,1,0,1,2,Modéré
803963808,Client actuel,39,M,3,Licence,Célibataire,$80K - $120K,Blue,34,3,5,0,74,0.0,0,1,1,0,1,3,Modéré
806170158,Client actuel,39,M,4,Licence,Célibataire,$60K - $80K,Gold,34,3,2,542,78,0.016,0,0,1,0,1,2,Modéré
751469808,Client actuel,36,M,3,Licence,Marié(e),$120K +,Blue,29,2,4,1945,33,0.151,0,1,0,1,1,3,Modéré
721055058,Client actuel,36,M,2,Sans diplôme,Marié(e),$60K - $80K,Blue,21,1,5,2517,46,0.197,0,1,0,0,0,1,Faible
709794333,Client actuel,29,M,0,Licence,Marié(e),Moins de $40K,Blue,19,2,4,1430,30,0.506,0,1,0,1,0,2,Modéré
718361583,Client actuel,56,F,2,Sans diplôme,Marié(e),Non connu,Blue,36,3,5,0,44,0.0,0,1,1,1,1,4,Élevé
714327183,Client actuel,37,F,4,Licence,Marié(e),Moins de $40K,Blue,28,3,1,1389,54,0.761,0,0,0,0,0,0,Faible
808909008,Client actuel,61,M,0,Master,Marié(e),Moins de $40K,Blue,56,3,4,0,31,0.0,0,1,1,1,1,4,Élevé
716207508,Client actuel,36,M,3,Lycée (équivalent baccalauréat),Marié(e),$60K - $80K,Blue,36,2,4,1517,38,0.276,0,1,0,1,0,2,Modéré
768965208,Client actuel,51,F,1,Licence,Marié(e),$40K - $60K,Blue,45,2,2,865,71,0.128,0,0,0,0,1,1,Faible
715220508,Client actuel,31,F,0,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,22,2,1,2517,57,0.769,0,0,0,0,0,0,Faible
712112733,Client actuel,33,M,2,Doctorat,Célibataire,$40K - $60K,Blue,25,2,2,1541,67,0.164,0,0,0,0,0,0,Faible
712298883,Client actuel,50,F,3,Lycée (équivalent baccalauréat),Célibataire,Moins de $40K,Blue,38,3,1,663,73,0.461,0,0,1,0,0,1,Faible
716823408,Client actuel,65,M,0,Doctorat,Célibataire,Non connu,Blue,56,2,2,1608,77,0.057,0,0,0,0,1,1,Faible
719089383,Client actuel,48,M,2,Lycée (équivalent baccalauréat),Marié(e),$40K - $60K,Blue,29,2,1,2371,80,0.384,0,0,0,0,0,0,Faible
710039208,Client actuel,57,F,3,Non connu,Célibataire,Non connu,Blue,40,3,1,966,87,0.458,0,0,0,0,0,0,Faible
780237033,Client actuel,63,F,1,Non connu,Marié(e),$40K - $60K,Blue,49,1,3,1819,35,0.579,0,0,0,1,0,1,Faible
720986958,Client actuel,50,F,2,Licence,Divorcé(e),$40K - $60K,Blue,40,2,5,2517,36,0.303,0,1,0,1,0,2,Modéré
709473708,Client actuel,39,M,3,Licence,Célibataire,$80K - $120K,Blue,31,2,3,1661,33,0.054,0,0,0,1,1,2,Modéré
708593883,Client actuel,39,M,2,Niveau Bac+2,Marié(e),$60K - $80K,Blue,26,1,4,1573,38,0.576,0,1,0,1,0,2,Modéré
710241858,Client actuel,39,F,4,Non connu,Marié(e),Moins de $40K,Blue,31,1,4,0,36,0.0,0,1,1,1,1,4,Élevé
715392558,Client actuel,52,M,1,Non connu,Célibataire,$120K +,Blue,44,1,2,0,56,0.0,0,0,1,0,1,2,Modéré
717399183,Client actuel,37,M,1,Licence,Marié(e),$80K - $120K,Blue,26,3,1,1176,52,0.146,0,0,0,0,1,1,Faible
817925058,Client actuel,50,F,2,Sans diplôme,Marié(e),Non connu,Blue,45,1,4,2401,35,0.424,0,1,0,1,0,2,Modéré
716029158,Client actuel,59,M,0,Non connu,Marié(e),$60K - $80K,Blue,36,4,5,1366,35,0.323,1,1,0,1,0,3,Modéré
715043508,Client actuel,38,M,2,Licence,Non connu,$40K - $60K,Blue,36,3,4,0,61,0.0,0,1,1,0,1,3,Modéré
716610558,Client actuel,65,F,0,Lycée (équivalent baccalauréat),Célibataire,$40K - $60K,Blue,36,3,3,1559,71,0.142,0,0,0,0,1,1,Faible
716768808,Client actuel,57,M,1,Non connu,Marié(e),$120K +,Blue,36,2,4,1967,43,0.082,0,1,0,1,1,3,Modéré
795810633,Client actuel,65,M,0,Sans diplôme,Marié(e),Non connu,Blue,56,3,2,1295,24,0.128,0,0,0,1,1,2,Modéré
779925033,Client actuel,38,F,4,Licence,Marié(e),$40K - $60K,Blue,22,3,4,1969,60,0.657,0,1,0,0,0,1,Faible
790225758,Client actuel,41,M,2,Niveau Bac+2,Célibataire,$80K - $120K,Blue,35,3,3,620,47,0.234,0,0,1,0,0,1,Faible
713879283,Client actuel,55,F,2,Licence,Marié(e),Moins de $40K,Blue,47,1,2,1300,34,0.284,0,0,0,1,0,1,Faible
715968858,Client actuel,28,M,0,Master,Marié(e),Non connu,Blue,13,1,2,1630,33,0.625,0,0,0,1,0,1,Faible
767687208,Client actuel,31,M,2,Non connu,Célibataire,$80K - $120K,Blue,24,3,3,1180,69,0.034,0,0,0,0,1,1,Faible
778728783,Client actuel,39,F,2,Non connu,Marié(e),Moins de $40K,Blue,19,3,1,2095,56,0.664,0,0,0,0,0,0,Faible
713637783,Client actuel,44,F,3,Licence,Marié(e),Non connu,Blue,31,2,0,2053,38,0.082,0,0,0,1,1,2,Modéré
718162908,Client actuel,55,M,3,Niveau Bac+2,Marié(e),$80K - $120K,Blue,42,2,1,614,48,0.024,0,0,1,0,1,2,Modéré
708664008,Client actuel,57,M,3,Niveau Bac+2,Marié(e),$80K - $120K,Blue,45,3,4,0,37,0.0,0,1,1,1,1,4,Élevé
711929058,Client actuel,28,M,0,Lycée (équivalent baccalauréat),Marié(e),Non connu,Blue,21,3,5,1209,49,0.047,0,1,0,0,1,2,Modéré
770781558,Client actuel,35,F,2,Licence,Marié(e),Moins de $40K,Blue,21,1,2,2517,31,0.779,0,0,0,1,0,1,Faible
790048158,Client actuel,46,F,4,Niveau Bac+2,Marié(e),Moins de $40K,Blue,38,3,3,1865,54,0.21,0,0,0,0,0,0,Faible
721258158,Client actuel,65,F,1,Sans diplôme,Célibataire,Non connu,Blue,51,3,5,1491,63,0.135,0,1,0,0,1,2,Modéré
786480183,Client actuel,50,F,2,Sans diplôme,Marié(e),Non connu,Blue,44,2,5,0,69,0.0,0,1,1,0,1,3,Modéré
721378008,Client actuel,31,M,0,Sans diplôme,Divorcé(e),$40K - $60K,Blue,21,2,2,1461,71,0.557,0,0,0,0,0,0,Faible
786566733,Client actuel,49,M,2,Non connu,Célibataire,$80K - $120K,Blue,43,3,5,1190,64,0.241,0,1,0,0,0,1,Faible
